rank,game_title,platform,year,genre,publisher,developer,north_america,europe,japan,rest_of_world,global,review,critic_score,user_score,url
515,Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,Sony Computer Entertainment,Insomniac Games,0.87,1.03,0.08,0.43,2.42,88,8.9,,http://www.vgchartz.com/game/7256/ratchet-amp-clank-future-tools-of-destruction/?region=All
516,Pure,X360,2008,Racing,Disney Interactive Studios,Black Rock Studio,1.35,0.82,0,0.24,2.42,82,8.3,,http://www.vgchartz.com/game/21906/pure/?region=All
517,Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari,Dimps Corporation,1.63,0.22,0.51,0.06,2.41,78,,,http://www.vgchartz.com/game/5030/dragon-ball-z-budokai-2/?region=All
518,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,BioWare Edmonton,1.67,0.49,0.03,0.22,2.41,86.98,8.5,,http://www.vgchartz.com/game/33505/dragon-age-origins/?region=All
519,ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment,Rainbow Studios,2.07,0.26,0,0.08,2.41,83.12,8.4,,http://www.vgchartz.com/game/6196/atv-offroad-fury/?region=All
520,Dino Crisis,PS,1998,Action,Capcom,Capcom Production Studio 4,0.81,0.76,0.7,0.14,2.41,82.78,8.9,,http://www.vgchartz.com/game/3095/dino-crisis/?region=All
521,Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,EA Black Box,0.69,1.31,0.04,0.37,2.41,68,,,http://www.vgchartz.com/game/12753/need-for-speed-prostreet/?region=All
522,Tetris Plus,PS,1996,Puzzle,JVC,Atlus Co.,2.1,0.24,0,0.07,2.4,78,,,http://www.vgchartz.com/game/2371/tetris-plus/?region=All
523,Pro Wrestling,NES,1987,Fighting,Nintendo,TRY Corporation,0.77,0.18,1.42,0.03,2.4,80,,,http://www.vgchartz.com/game/6399/pro-wrestling/?region=All
524,Rock Band,X360,,Misc,Electronic Arts,Harmonix Music Systems,1.88,0.31,0,0.21,2.4,77,9.1,,http://www.vgchartz.com/game/6965/rock-band/?region=All
525,Frogger's Adventures: Temple of the Frog,GBA,,Adventure,Unknown,Konami,2.15,0.18,0,0.07,2.39,69,6.7,,http://www.vgchartz.com/game/6272/froggers-adventures-temple-of-the-frog/?region=All
526,Monopoly,PC,1994,Misc,Hasbro Interactive,Unknown,1.49,0.81,0,0.1,2.39,77,,,http://www.vgchartz.com/game/6350/monopoly/?region=All
527,Guitar Hero,PS2,2005,Misc,RedOctane,Harmonix Music Systems,1.67,0.61,0.03,0.07,2.38,91.96,8,,http://www.vgchartz.com/game/924/guitar-hero/?region=All
528,WCW/nWo Revenge,N64,1998,Fighting,THQ,Aki Corp.,1.94,0.39,0.03,0.02,2.38,82.76,,,http://www.vgchartz.com/game/6523/wcwnwo-revenge/?region=All
529,Resident Evil 6,PS3,2012,Action,Capcom,Capcom,0.65,0.62,0.85,0.26,2.38,73.55,,,http://www.vgchartz.com/game/47359/resident-evil-6/?region=All
530,Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,Konami Digital Entertainment,Konami,1.16,0.91,0,0.3,2.38,67,,,http://www.vgchartz.com/game/23417/yu-gi-oh-the-duelists-of-the-roses/?region=All
531,The Incredibles,PS2,2004,Action,THQ,Heavy Iron Studios,0.96,1.08,0.04,0.3,2.37,65,5.9,,http://www.vgchartz.com/game/5834/the-incredibles/?region=All
532,Tony Hawk's Underground 2,PS2,2004,Sports,Activision,Neversoft Entertainment,1.25,0.86,0.01,0.26,2.37,84,,,http://www.vgchartz.com/game/6515/tony-hawks-underground-2/?region=All
533,Half-Life 2,PC,2004,Shooter,Valve Software,Valve Software,2.28,0.01,0.08,0,2.36,95.48,9.7,,http://www.vgchartz.com/game/7279/half-life-2/?region=All
534,Kirby's Dream Land 2,GB,1995,Platform,Nintendo,HAL Laboratory,0.69,0.14,1.48,0.05,2.36,83,,,http://www.vgchartz.com/game/3609/kirbys-dream-land-2/?region=All
535,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,Ubisoft Montreal,1.52,0.59,0.02,0.23,2.36,82.77,8.2,,http://www.vgchartz.com/game/15674/tom-clancys-rainbow-six-vegas-2/?region=All
536,Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,EA Black Box,0.86,0.93,0,0.57,2.36,81,7.4,,http://www.vgchartz.com/game/5484/need-for-speed-carbon-own-the-city/?region=All
537,Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment,Insomniac Games,1.1,0.79,0.1,0.37,2.35,87,8.5,8.7,http://www.vgchartz.com/game/15255/resistance-2/?region=All
538,Theme Hospital,PC,1997,Strategy,Electronic Arts,Bullfrog Productions,2.3,0.06,0,0,2.35,73,5.5,,http://www.vgchartz.com/game/6497/theme-hospital/?region=All
539,uDraw Studio,Wii,2010,Misc,THQ,"Pipeworks Software, Inc.",1.59,0.54,0,0.22,2.35,66.5,,,http://www.vgchartz.com/game/46823/udraw-studio/?region=All
540,Donkey Kong Land 2,GB,1996,Platform,Nintendo,Rare Ltd.,1.39,0.48,0.4,0.08,2.35,80,,,http://www.vgchartz.com/game/3115/donkey-kong-land-2/?region=All
541,Battlefield 3,PC,2011,Shooter,Electronic Arts,Dice,0.8,1.19,0,0.36,2.35,86.82,8.5,,http://www.vgchartz.com/game/40231/battlefield-3/?region=All
542,pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,Konami,0.27,1.15,0.54,0.38,2.34,82,6,,http://www.vgchartz.com/game/43332/pro-evolution-soccer-2011/?region=All
543,Madden NFL 08,X360,2007,Sports,Electronic Arts,EA Tiburon,2.16,0,0,0.18,2.34,80,,,http://www.vgchartz.com/game/7176/madden-nfl-08/?region=All
544,WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ,Yuke's Media Creations,0.92,1.12,0.01,0.29,2.34,78,,,http://www.vgchartz.com/game/12782/wwe-smackdown-vs-raw-2008/?region=All
545,Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,Capcom,1.08,0.7,0.34,0.21,2.34,82.77,8.4,,http://www.vgchartz.com/game/6409/resident-evil-code-veronica-x/?region=All
546,Madden NFL 10,PS3,2009,Sports,Electronic Arts,EA Tiburon,2,0.12,0,0.2,2.32,81,8.6,,http://www.vgchartz.com/game/33189/madden-nfl-10/?region=All
547,Mario Tennis,N64,2000,Sports,Nintendo,Camelot Software Planning,0.78,0.4,1.06,0.07,2.32,86,8.8,,http://www.vgchartz.com/game/3719/mario-tennis/?region=All
548,Grand Theft Auto,PS,1997,Action,Take-Two Interactive,DMA Design,0.79,1.35,0.04,0.14,2.32,78,6,,http://www.vgchartz.com/game/889/grand-theft-auto/?region=All
549,James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,EA Redwood Shores,0.85,1.06,0.09,0.32,2.31,84.64,,,http://www.vgchartz.com/game/6199/james-bond-007-everything-or-nothing/?region=All
550,Borderlands 2,X360,2012,Shooter,Take-Two Interactive,Gearbox Software,1.42,0.65,0.03,0.22,2.31,89.29,,,http://www.vgchartz.com/game/55597/borderlands-2/?region=All
551,Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,EA Canada,1.58,0.64,0,0.09,2.31,86,,,http://www.vgchartz.com/game/1572/need-for-speed-high-stakes/?region=All
552,Chrono Trigger,SNES,1995,Role-Playing,Square,SquareSoft,0.28,0,2.02,0.01,2.31,91.98,8.8,,http://www.vgchartz.com/game/2999/chrono-trigger/?region=All
553,Madden NFL 11,PS3,2010,Sports,Electronic Arts,EA Tiburon,1.97,0.13,0,0.2,2.31,75,8.3,,http://www.vgchartz.com/game/43128/madden-nfl-11/?region=All
554,Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,Square Enix,0.72,0.49,0.87,0.22,2.3,79.08,,,http://www.vgchartz.com/game/49773/final-fantasy-xiii-2/?region=All
555,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,Quantic Dream,1,0.88,0.06,0.37,2.3,89.23,8.8,8.6,http://www.vgchartz.com/game/7703/heavy-rain/?region=All
556,Halo Wars,X360,2009,Strategy,Microsoft Game Studios,Ensemble Studios,1.3,0.74,0.04,0.22,2.3,82.05,8.1,8.5,http://www.vgchartz.com/game/7715/halo-wars/?region=All
557,Tomb Raider II,PC,1997,Adventure,Eidos Interactive,Core Design Ltd.,0.91,1.25,0,0.13,2.29,86.2,7.6,,http://www.vgchartz.com/game/2473/tomb-raider-ii/?region=All
558,Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,EA Black Box,1.38,0.8,0,0.1,2.28,82,8.3,,http://www.vgchartz.com/game/5494/need-for-speed-underground-2/?region=All
559,My Fitness Coach,Wii,2008,Sports,Ubisoft,Ubisoft,1.16,0.88,0,0.24,2.28,69,7.1,,http://www.vgchartz.com/game/28230/my-fitness-coach/?region=All
560,Mario Bros.,NES,1983,Platform,Nintendo,Nintendo R&D1,0.51,0.12,1.63,0.02,2.28,91,,,http://www.vgchartz.com/game/6330/mario-bros/?region=All
561,FIFA Soccer 09,PS2,2008,Sports,Electronic Arts,EA Canada,0.38,1.49,0.01,0.4,2.28,85,8.6,,http://www.vgchartz.com/game/25801/fifa-soccer-09/?region=All
562,TOCA Championship Racing,PS,1998,Racing,Codemasters,Codemasters,0.07,2,0.02,0.18,2.28,83.4,,,http://www.vgchartz.com/game/6499/toca-championship-racing/?region=All
563,WarioWare Touched!,DS,2004,Puzzle,Nintendo,Intelligent Systems,0.5,0.44,1.21,0.13,2.27,81.67,7.8,,http://www.vgchartz.com/game/6764/warioware-touched/?region=All
564,Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo,HAL Laboratory,1.22,0.1,0.91,0.04,2.27,80.45,8.1,,http://www.vgchartz.com/game/3613/kirby-nightmare-in-dream-land/?region=All
565,Wario Land 4,GBA,2001,Platform,Nintendo,Nintendo R&D1,0.9,0.73,0.54,0.09,2.26,85.34,,,http://www.vgchartz.com/game/6522/wario-land-4/?region=All
566,Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,Capcom,Capcom,0.62,0.44,1.06,0.13,2.25,84,8.5,,http://www.vgchartz.com/game/3955/onimusha-2-samurais-destiny/?region=All
567,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,Intelligent Systems,1.48,0.25,0.46,0.06,2.25,88.17,9,,http://www.vgchartz.com/game/1714/paper-mario-the-thousand-year-door/?region=All
568,Pokémon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo,#N/A,0.93,0.52,0.62,0.18,2.25,82,#N/A,,
569,Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment,Konami,0.28,1.25,0.46,0.25,2.24,71,7,,http://www.vgchartz.com/game/33403/pro-evolution-soccer-2010/?region=All
570,NBA 2K13,X360,2012,Action,Take-Two Interactive,Visual Concepts,1.98,0.1,0.01,0.15,2.24,86,8.6,,http://www.vgchartz.com/game/70741/nba-2k13/?region=All
571,Sonic Advance,GBA,2001,Platform,Sega,Dimps Corporation / Sonic Team,1.19,0.71,0.22,0.13,2.24,81,,,http://www.vgchartz.com/game/4340/sonic-advance/?region=All
572,Spyro: Season of Ice,GBA,2001,Platform,Konami Digital Entertainment,Digital Eclipse,1.29,0.83,0,0.11,2.23,70,,,http://www.vgchartz.com/game/6440/spyro-season-of-ice/?region=All
573,Prince of Persia: The Sands of Time,PS2,2003,Adventure,Ubisoft,Ubisoft Montreal,0.88,1.03,0,0.31,2.22,90,9,9.1,http://www.vgchartz.com/game/6392/prince-of-persia-the-sands-of-time/?region=All
574,LEGO Indiana Jones: The Original Adventures,Wii,,Adventure,LucasArts,Traveller's Tales,1.44,0.57,0,0.21,2.22,81,7.5,,http://www.vgchartz.com/game/15206/lego-indiana-jones-the-original-adventures/?region=All
575,The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,Nintendo,Nintendo EAD,1,0.63,0.45,0.13,2.22,90,9.4,,http://www.vgchartz.com/game/4569/the-legend-of-zelda-links-awakening-dx/?region=All
576,LEGO Harry Potter: Years 1-4,Wii,2010,Adventure,Warner Bros. Interactive Entertainment,Traveller's Tales,1.19,0.79,0,0.23,2.21,79,7.9,,http://www.vgchartz.com/game/35012/lego-harry-potter-years-1-4/?region=All
577,Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom,Capcom,1.06,0.82,0.05,0.28,2.21,88,8.8,8.6,http://www.vgchartz.com/game/3087/devil-may-cry-3-dantes-awakening-special-edition/?region=All
578,Wario Land 3,GB,2000,Platform,Nintendo,Nintendo R&D1,1.11,0.51,0.34,0.23,2.2,90,,,http://www.vgchartz.com/game/6521/wario-land-3/?region=All
579,Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,BioWare Corp.,1.68,0.44,0,0.08,2.19,93,9.4,,http://www.vgchartz.com/game/6445/star-wars-knights-of-the-old-republic/?region=All
580,Kirby's Pinball Land,GB,1992,Misc,Nintendo,HAL Laboratory,0.87,0.17,1.1,0.05,2.19,80,,,http://www.vgchartz.com/game/3610/kirbys-pinball-land/?region=All
581,Donkey Kong Country,GB,2000,Platform,Nintendo,Rare Ltd.,1.04,0.72,0.3,0.13,2.19,86,9,,http://www.vgchartz.com/game/3108/donkey-kong-country/?region=All
582,Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Konami Digital Entertainment,Konami,0,0,2.17,0.01,2.18,70,,,http://www.vgchartz.com/game/4789/yu-gi-oh-duel-monsters-4/?region=All
583,Call of Duty 3,Wii,,Shooter,Unknown,Treyarch,1.13,0.82,0,0.23,2.18,69.91,8,8.4,http://www.vgchartz.com/game/2966/call-of-duty-3/?region=All
584,ATV Offroad Fury 2,PS2,2002,Racing,Sony Computer Entertainment,Rainbow Studios,1.92,0.2,0,0.06,2.18,81.02,8.7,,http://www.vgchartz.com/game/131/atv-offroad-fury-2/?region=All
585,LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment,Media Molecule,0.57,1.01,0.01,0.58,2.17,84,9.4,9.2,http://www.vgchartz.com/game/12390/littlebigplanet/?region=All
586,Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,Nintendo,AlphaDream Corporation,1.48,0.17,0.47,0.06,2.17,91,8.8,,http://www.vgchartz.com/game/6940/mario-amp-luigi-superstar-saga/?region=All
587,Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,Sega,1,0.9,0.04,0.23,2.17,74,7.3,,http://www.vgchartz.com/game/2286/super-monkey-ball-banana-blitz/?region=All
588,Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo,Factor 5,1.6,0.46,0.08,0.03,2.17,84,9,,http://www.vgchartz.com/game/2212/star-wars-rogue-squadron/?region=All
589,Tennis,NES,1984,Sports,Nintendo,Nintendo,0.48,0.11,1.56,0.02,2.17,69,,,http://www.vgchartz.com/game/6463/tennis/?region=All
590,The Sims: House Party,PC,2001,Simulation,Electronic Arts,Maxis,1.23,0.83,0,0.1,2.16,75.95,,,http://www.vgchartz.com/game/6485/the-sims-house-party/?region=All
591,Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix,Square Enix,0.48,0.47,0.91,0.29,2.16,88,8.1,10,http://www.vgchartz.com/game/14750/dissidia-final-fantasy/?region=All
592,Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,BudCat Creations,1.36,0.49,0.02,0.28,2.16,85,8.2,,http://www.vgchartz.com/game/7340/guitar-hero-iii-legends-of-rock/?region=All
593,Syphon Filter 2,PS,2000,Shooter,989 Studios,Eidetic,1.5,0.55,0.02,0.08,2.15,83,,,http://www.vgchartz.com/game/2312/syphon-filter-2/?region=All
594,Volleyball,NES,1987,Sports,Nintendo,Nintendo R&D1,0.14,0.03,1.98,0,2.15,54,,,http://www.vgchartz.com/game/6518/volleyball/?region=All
595,Far Cry 3,X360,2012,Shooter,Ubisoft,Ubisoft Montreal,0.94,0.96,0.01,0.23,2.14,89.67,,,http://www.vgchartz.com/game/51770/far-cry-3/?region=All
596,Madden NFL 12,PS3,2011,Sports,Electronic Arts,EA Tiburon,1.83,0.12,0,0.19,2.14,73,7.8,,http://www.vgchartz.com/game/50440/madden-nfl-12/?region=All
597,Rock Band 2,X360,2008,Misc,Electronic Arts,Harmonix Music Systems,1.74,0.22,0,0.18,2.14,92.25,9.2,,http://www.vgchartz.com/game/24279/rock-band-2/?region=All
598,Mahjong,NES,1983,Misc,Nintendo,Nintendo,0.01,0,2.13,0,2.14,80,,,http://www.vgchartz.com/game/6327/mahjong/?region=All
599,Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,Nintendo,SquareSoft,0.66,0,1.45,0.03,2.14,94,,,http://www.vgchartz.com/game/4439/super-mario-rpg-legend-of-the-seven-stars/?region=All
600,SimCity 2000,PC,1992,Simulation,Maxis,Maxis,1.2,0.84,0,0.1,2.14,81,8,,http://www.vgchartz.com/game/6415/simcity-2000/?region=All
601,Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,343 Industries,1.28,0.62,0.04,0.2,2.14,81.92,8,,http://www.vgchartz.com/game/51759/halo-combat-evolved-anniversary/?region=All
602,Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega,Backbone Entertainment,1.09,0.72,0,0.32,2.13,84,8.1,,http://www.vgchartz.com/game/29684/sonics-ultimate-genesis-collection/?region=All
603,Saints Row,X360,2006,Action,THQ,Volition Inc.,1.15,0.75,0.02,0.22,2.13,86,8,,http://www.vgchartz.com/game/1962/saints-row/?region=All
604,Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment,Konami Computer Entertainment Tokyo,1.04,0.81,0,0.27,2.13,77.35,,,http://www.vgchartz.com/game/447/dance-dance-revolution-extreme/?region=All
605,Resident Evil 4,Wii,2007,Action,Capcom,Capcom Production Studio 4,1.26,0.53,0.14,0.2,2.13,91.59,9.6,9.3,http://www.vgchartz.com/game/4162/resident-evil-4/?region=All
606,Final Fantasy Tactics Advance,GBA,2003,Action,Square EA,Square Enix,0.82,0.37,0.89,0.05,2.13,87.64,,,http://www.vgchartz.com/game/6268/final-fantasy-tactics-advance/?region=All
607,Grand Theft Auto: Episodes from Liberty City,X360,2009,Adventure,Take-Two Interactive,Rockstar North,0.84,1.02,0.03,0.23,2.12,91.41,9,,http://www.vgchartz.com/game/34859/grand-theft-auto-episodes-from-liberty-city/?region=All
608,Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,Rare Ltd.,1.25,0.64,0.02,0.21,2.12,67.25,6.6,,http://www.vgchartz.com/game/51392/kinect-sports-season-two/?region=All
609,Pro Evolution Soccer 2012,PS3,2011,Sports,Konami Digital Entertainment,Konami,0.32,0.92,0.55,0.33,2.12,82,7.5,,http://www.vgchartz.com/game/51205/pro-evolution-soccer-2012/?region=All
610,Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios,Bizarre Creations,1.37,0.61,0.05,0.09,2.12,81,8.4,,http://www.vgchartz.com/game/1803/project-gotham-racing/?region=All
611,Golf,GB,1989,Sports,Nintendo,Nintendo,0.83,0.33,0.92,0.04,2.12,77,,,http://www.vgchartz.com/game/6281/golf/?region=All
612,Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive,Rockstar San Diego,1.34,0.46,0.05,0.27,2.12,81.66,8.3,,http://www.vgchartz.com/game/13115/midnight-club-los-angeles/?region=All
613,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,Probe Entertainment Limited,1.47,0.39,0,0.25,2.12,90,,,http://www.vgchartz.com/game/6353/mortal-kombat/?region=All
614,LEGO Indiana Jones: The Original Adventures,DS,2008,Adventure,Activision,Traveller's Tales,1.35,0.56,0,0.2,2.12,79,7.5,,http://www.vgchartz.com/game/15206/lego-indiana-jones-the-original-adventures/?region=All
615,Pokémon Ranger,DS,2006,Role-Playing,Nintendo,#N/A,1.26,0.01,0.73,0.11,2.11,79,#N/A,,
616,Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,Frontier Developments,1.59,0.32,0.02,0.18,2.11,75,8.5,,http://www.vgchartz.com/game/51748/kinect-disneyland-adventures/?region=All
617,Tony Hawk's Pro Skater,N64,2000,Sports,Activision,Neversoft Entertainment,1.68,0.4,0,0.03,2.11,88,9.6,,http://www.vgchartz.com/game/5930/tony-hawks-pro-skater/?region=All
618,Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts,EA Seattle,1.68,0.31,0.02,0.09,2.11,87,8.7,,http://www.vgchartz.com/game/5485/need-for-speed-hot-pursuit-2/?region=All
619,Dynasty Warriors 4,PS2,2003,Action,Tecmo Koei,Omega Force,0.63,0.21,1.13,0.13,2.11,78.68,,,http://www.vgchartz.com/game/3192/dynasty-warriors-4/?region=All
620,Parasite Eve,PS,1998,Role-Playing,Square,SquareSoft,0.94,0.07,1.05,0.04,2.1,85,7.9,,http://www.vgchartz.com/game/1717/parasite-eve/?region=All
621,Scooby-Doo! Night of 100 Frights,PS2,2002,Platform,THQ,Heavy Iron Studios,1.17,0.72,0,0.22,2.1,75,,,http://www.vgchartz.com/game/6412/scooby-doo-night-of-100-frights/?region=All
622,Project Gotham Racing (JP weekly sales),XB,2002,Action,Microsoft Game Studios,Bizarre Creations,1.54,0.44,0.04,0.07,2.1,81,,,http://www.vgchartz.com/game/49846/project-gotham-racing-jp-weekly-sales/?region=All
623,LEGO Harry Potter: Years 1-4,DS,2010,Adventure,Warner Bros. Interactive Entertainment,Traveller's Tales,1,0.87,0,0.22,2.09,83,7.9,,http://www.vgchartz.com/game/35012/lego-harry-potter-years-1-4/?region=All
624,Guitar Hero II,X360,2007,Misc,Activision,Harmonix Music Systems,1.92,0.01,0,0.16,2.09,90,9.2,,http://www.vgchartz.com/game/6080/guitar-hero-ii/?region=All
625,Devil May Cry 3: Dante's Awakening,PS2,2005,Action,Capcom,Capcom,0.99,0.63,0.29,0.19,2.09,84.09,8.6,,http://www.vgchartz.com/game/516/devil-may-cry-3-dantes-awakening/?region=All
626,Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,Capcom Production Studio 1,0.57,0.36,1.05,0.11,2.09,84.9,8.1,10,http://www.vgchartz.com/game/26681/monster-hunter-tri/?region=All
627,Finding Nemo,PS2,2003,Action,THQ,Vicarious Visions,1.26,0.6,0.05,0.18,2.09,57,7,,http://www.vgchartz.com/game/6223/finding-nemo/?region=All
628,Tetris Worlds,PS2,2002,Puzzle,THQ,Blue Planet Software,1.11,0.71,0,0.27,2.08,57,,,http://www.vgchartz.com/game/5821/tetris-worlds/?region=All
629,PES 2009: Pro Evolution Soccer,PS3,2008,Sports,Konami Digital Entertainment,Konami,0.1,1.32,0.4,0.26,2.08,78,,,http://www.vgchartz.com/game/26633/pes-2009-pro-evolution-soccer/?region=All
630,Mario Party 5,GC,2003,Misc,Nintendo,Hudson Soft,0.97,0.33,0.73,0.06,2.08,70.92,5.9,,http://www.vgchartz.com/game/1260/mario-party-5/?region=All
631,Warcraft: Orcs & Humans,PC,1994,Strategy,Activision,Blizzard Entertainment,0.89,1.08,0,0.11,2.08,83,,,http://www.vgchartz.com/game/36902/warcraft-orcs-amp-humans/?region=All
632,Spec Ops: Airborne Commando,PS,2002,Shooter,Gotham Games,Big Grub,1.54,0.46,0,0.08,2.07,57,,,http://www.vgchartz.com/game/2133/spec-ops-airborne-commando/?region=All
633,Tetris DS,DS,2006,Puzzle,Nintendo,Nintendo,0.62,0.03,1.35,0.07,2.07,85,8.5,,http://www.vgchartz.com/game/2370/tetris-ds/?region=All
634,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001,Strategy,Konami Digital Entertainment,Konami Computer Entertainment Japan,1.64,0.36,0,0.07,2.07,78,,,http://www.vgchartz.com/game/6545/yu-gi-oh-the-eternal-duelist-soul/?region=All
635,Dead Island,X360,2011,Action,Deep Silver,Techland,1.25,0.61,0,0.2,2.06,72.84,7.1,,http://www.vgchartz.com/game/18477/dead-island/?region=All
636,Saints Row: The Third,PS3,2011,Action,THQ,Volition Inc.,0.72,0.85,0.16,0.34,2.06,84.12,8.3,,http://www.vgchartz.com/game/33324/saints-row-the-third/?region=All
637,The Incredibles,GBA,2004,Action,THQ,Heavy Iron Studios,1.15,0.77,0.04,0.1,2.06,66,5.9,,http://www.vgchartz.com/game/5834/the-incredibles/?region=All
638,Pokémon Mystery Dungeon: Red Rescue Team,GBA,2005,Role-Playing,Nintendo,#N/A,0.71,0.52,0.74,0.08,2.06,80,#N/A,,
639,R4: Ridge Racer Type 4,PS,1998,Racing,Namco Bandai Games,Namco,0.68,0.46,0.79,0.13,2.06,86,9.1,,http://www.vgchartz.com/game/4136/r4-ridge-racer-type-4/?region=All
640,SoulCalibur II,PS2,2003,Fighting,Namco Bandai Games,Namco,1.06,0.62,0.13,0.25,2.06,88,9.2,,http://www.vgchartz.com/game/2116/soulcalibur-ii/?region=All
