rank,game_title,platform,year,genre,publisher,developer,critic_score,user_score,north_america,europe,japan,rest_of_world,global
1578,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005,Shooter,Sony Computer Entertainment,Zipper Interactive,7.9,,1.01,0,0.01,0.07,1.09
1579,BioShock,PS3,2008,Shooter,Take-Two Interactive,2K Australia / 2K Boston,9.6,9.5,0.6,0.34,0.01,0.15,1.09
1580,Petz Dogz 2,DS,2007,Simulation,Ubisoft,Yuke's Media Creations,,,0.46,0.51,0,0.12,1.09
1581,Call of Duty 4: Modern Warfare,PC,2007,Shooter,Activision,Infinity Ward,9.6,9,0,1.06,0,0.02,1.08
1582,Doom 3,PC,2004,Shooter,Activision,Vicarious Visions,,,1.06,0.02,0,0,1.08
1583,Fisherman's Bass Club,PS2,2002,Sports,Agetec,Vingt-et-un Systems,,,0.53,0.41,0,0.14,1.08
1584,Dragon Ball Z: Taiketsu,GBA,2003,Fighting,Atari,Webfoot Technologies,3.8,,0.77,0.29,0,0.02,1.08
1585,Mirror's Edge,PS3,2008,Action,Electronic Arts,EA Digital Illusions CE,7.6,,0.29,0.56,0.02,0.21,1.08
1586,NERF N-Strike,Wii,2008,Shooter,Electronic Arts,EA Salt Lake,,,0.9,0.09,0,0.09,1.08
1587,NASCAR Thunder 2004,PS2,2003,Racing,Electronic Arts,EA Tiburon,,,0.53,0.41,0,0.14,1.08
1588,Ready 2 Rumble Boxing,PS,1998,Sports,Midway Games,Point of View,7.6,,0.6,0.41,0,0.07,1.08
1589,Star Fox: Assault,GC,2005,Shooter,Nintendo,Namco,6.6,8.5,0.68,0.18,0.19,0.03,1.08
1590,SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,2002,Platform,THQ,Vicarious Visions,,,0.53,0.41,0,0.14,1.08
1591,Disney's Lilo & Stitch,GBA,2002,Platform,Ubisoft,Digital Eclipse,8,,0.77,0.29,0,0.02,1.08
1592,Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,Ubisoft,Red Storm Entertainment,,,0.64,0.34,0,0.1,1.08
1593,Rabbids Go Home,Wii,2009,Platform,Ubisoft,Ubisoft Montpellier,8,,0.23,0.71,0,0.13,1.08
1594,LEGO Battles,DS,2009,Strategy,Warner Bros. Interactive Entertainment,Hellbent Games,,,0.64,0.33,0,0.11,1.08
1595,Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,Activision,Sony Online Entertainment,6.5,,0.53,0.32,0.01,0.22,1.07
1596,007: Quantum of Solace,PS3,2008,Action,Activision,Treyarch,6.6,,0.41,0.46,0.02,0.18,1.07
1597,Mass Effect 3,PS3,2012,Role-Playing,Electronic Arts,BioWare,,,0.49,0.38,0.03,0.17,1.07
1598,Need for Speed Carbon,PS3,2006,Racing,Electronic Arts,EA Black Box,7.9,,0.46,0.4,0.03,0.17,1.07
1599,NHL 99,PS,1997,Sports,Electronic Arts,EA Canada,,,0.59,0.4,0,0.07,1.07
1600,EA Sports Active: More Workouts,Wii,2009,Sports,Electronic Arts,EA Vancouver,7.9,,0.72,0.25,0,0.1,1.07
1601,Hot Wheels Turbo Racing,PS,1999,Racing,Electronic Arts,Stormfront Studios,,,0.59,0.4,0,0.07,1.07
1602,Pro Evolution Soccer 2008,X360,2007,Sports,Konami Digital Entertainment,Konami,8.2,,0.08,0.9,0.04,0.05,1.07
1603,SoulCalibur III,PS2,2005,Fighting,Namco Bandai Games,Namco,8.5,,0.74,0.15,0.13,0.05,1.07
1604,Bayonetta,PS3,2009,Action,Sega,PlatinumGames,8.6,7.2,0.39,0.32,0.21,0.14,1.07
1605,Virtua Fighter,SAT,1994,Fighting,Sega,Sega-AM2,9,,0.17,0.12,0.77,0.02,1.07
1606,Doko Demo Issyo,PS,1999,Misc,Sony Computer Entertainment,bexide,,,0,0,1,0.07,1.07
1607,Ridge Racer Revolution,PS,1995,Racing,Sony Computer Entertainment,Namco,,,0.17,0.12,0.71,0.07,1.07
1608,WWE SmackDown vs. Raw 2010,PS2,2009,Fighting,THQ,JAKKS Pacific,8.1,,0.53,0.42,0,0.12,1.07
1609,Imagine: Babysitters,DS,2008,Simulation,Ubisoft,Visual Impact,,,0.61,0.35,0,0.1,1.07
1610,NFL Quarterback Club 98,N64,1997,Sports,Acclaim Entertainment,Iguana Entertainment,,,1.01,0.05,0,0.01,1.06
1611,Spider-Man 2,GBA,2004,Action,Activision,Treyarch,7.9,,0.76,0.28,0,0.02,1.06
1612,Guitar Hero 5,X360,2009,Misc,Activision,Vicarious Visions,8.9,,0.61,0.34,0,0.11,1.06
1613,Tomb Raider: The Last Revelation,PC,1998,Action,Eidos Interactive,Core Design Ltd.,,,0.41,0.59,0,0.06,1.06
1614,NBA Street V3,PS2,2005,Sports,Electronic Arts,EA Canada,,,0.52,0.41,0,0.14,1.06
1615,NCAA Football 99,PS,1998,Sports,Electronic Arts,EA Tiburon,,,0.59,0.4,0,0.07,1.06
1616,Freekstyle,PS2,2002,Racing,Electronic Arts,Page 44 Studios,,,0.52,0.41,0,0.14,1.06
1617,Worms Armageddon,PS,1999,Strategy,Microprose,Team17 Software,,,0.18,0.81,0,0.08,1.06
1618,Crackdown 2,X360,2010,Shooter,Microsoft Game Studios,Ruffian Games,7.5,,0.59,0.34,0.02,0.1,1.06
1619,Mortal Kombat: Armageddon,PS2,2006,Fighting,Midway Games,Midway Games,7.4,,0.88,0.04,0,0.14,1.06
1620,NFL Blitz,N64,1998,Sports,Midway Games,Midway Games,9.1,,1.02,0.04,0,0.01,1.06
1621,Seek and Destroy,PS2,2002,Racing,Play It,Barnhouse Effect,5.6,,0.52,0.4,0,0.14,1.06
1622,World Tour Soccer,PSP,2005,Sports,Sony Computer Entertainment,SCEE London Studio,7,,0.1,0.62,0,0.34,1.06
1623,Imagine: Fashion Designer New York,DS,2008,Simulation,Ubisoft,Virtual Toys / Lexis Numerique,,,0.64,0.32,0,0.1,1.06
1624,Hulk,PS2,2003,Action,Universal Interactive,Radical Entertainment,,,0.52,0.41,0,0.14,1.06
1625,Dave Mirra Freestyle BMX,PS,2000,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",7.4,,0.91,0.11,0,0.03,1.05
1626,FIFA Soccer 11,PSP,2010,Sports,Electronic Arts,EA Canada,8.7,,0.11,0.61,0.01,0.32,1.05
1627,FIFA Soccer 11,Wii,2010,Sports,Electronic Arts,EA Canada,8.7,,0.25,0.67,0,0.13,1.05
1628,The Simpsons: Road Rage,XB,2001,Racing,Electronic Arts,Radical Entertainment,6.1,,0.78,0.26,0,0.01,1.05
1629,Adventure Island,NES,1986,Platform,Hudson Soft,Hudson Soft / West One,,,0,0,1.05,0,1.05
1630,LEGO Star Wars II: The Original Trilogy,DS,2006,Action,LucasArts,Traveller's Tales,8.4,,0.95,0.02,0,0.08,1.05
1631,Forza Motorsport,XB,2005,Racing,Microsoft Game Studios,Turn 10 Studios,9.2,,0.52,0.51,0,0.02,1.05
1632,Tag Team Match M.U.S.C.L.E.,NES,1985,Fighting,Namco Bandai Games,Bandai,,,0,0,1.05,0,1.05
1633,Yakuza 3,PS3,2009,Adventure,Sega,Sega,7.9,,0.18,0.18,0.62,0.07,1.05
1634,NBA 2K3,PS2,2002,Sports,Sega,Visual Concepts,,,0.51,0.4,0,0.13,1.05
1635,Arc the Lad II,PS,1996,Role-Playing,Sony Computer Entertainment,ARC Entertainment,,,0,0,0.92,0.13,1.05
1636,Namco Museum Battle Collection,PSP,2005,Misc,Sony Computer Entertainment,Namco Tales Studio,7.9,,0.73,0.17,0,0.15,1.05
1637,Monster Rancher 2,PS,1998,Simulation,Sony Computer Entertainment,Tecmo,,,0.19,0.13,0.66,0.07,1.05
1638,LEGO Battles: Ninjago,DS,2011,Strategy,Warner Bros. Interactive Entertainment,Hellbent Games,5,,0.79,0.17,0,0.09,1.05
1639,Jeremy McGrath Supercross 98,PS,1998,Racing,Acclaim Entertainment,Acclaim Entertainment,,,0.91,0.1,0,0.03,1.04
1640,Diablo II: Lord of Destruction,PC,2001,Role-Playing,Activision,Blizzard North,,,1.03,0.01,0,0,1.04
1641,Legacy of Kain: Soul Reaver,PS,1999,Action,Eidos Interactive,Crystal Dynamics,8.9,,0.58,0.4,0,0.07,1.04
1642,Skate 2,X360,2009,Sports,Electronic Arts,EA Black Box,8.2,,0.8,0.14,0.01,0.09,1.04
1643,Need for Speed: Most Wanted,XB,2005,Racing,Electronic Arts,EA Canada,8.6,,0.53,0.46,0,0.05,1.04
1644,Medal of Honor: Airborne,X360,2007,Shooter,Electronic Arts,EA Los Angeles,,,0.42,0.5,0.01,0.12,1.04
1645,The Sims 3,PS3,2010,Simulation,Electronic Arts,EA Redwood Shores,8.5,,0.42,0.42,0.02,0.18,1.04
1646,MVP Baseball 2003,PS2,2003,Sports,Electronic Arts,EA Sports,,,0.51,0.4,0,0.13,1.04
1647,Spore Creatures,DS,2008,Simulation,Electronic Arts,Foundation 9,7.2,,0.65,0.28,0,0.1,1.04
1648,Dante's Inferno,PS3,2010,Action,Electronic Arts,Visceral Games,7.3,8.3,0.6,0.28,0.04,0.13,1.04
1649,Bomberman 64,N64,1997,Puzzle,Hudson Soft,Hudson Soft,6.1,,0.5,0.2,0.31,0.03,1.04
1650,Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami Digital Entertainment,Konami Computer Entertainment Tokyo,,,0.87,0.03,0,0.14,1.04
1651,Tales of Destiny,PS,1997,Role-Playing,Namco Bandai Games,Wolfteam,6.2,,0.09,0.06,0.83,0.07,1.04
1652,Naruto: Clash of Ninja 2,GC,2003,Fighting,Nintendo,8ing/Raizing,7.4,,0.44,0.12,0.45,0.03,1.04
1653,Professor Layton and the Mask of Miracle,3DS,2011,Adventure,Nintendo,Level 5,8.4,,0.18,0.43,0.36,0.06,1.04
1654,F-Zero: Maximum Velocity,GBA,2001,Racing,Nintendo,"Nd Cube Co., Ltd.",8.7,,0.39,0.16,0.37,0.12,1.04
1655,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006,Shooter,Sony Computer Entertainment,Zipper Interactive,8.2,,0.8,0.11,0,0.13,1.04
1656,The Biggest Loser,Wii,2009,Sports,THQ,Blitz Games,7.7,,0.84,0.11,0,0.09,1.04
1657,Anno 2070,PC,2011,Strategy,Ubisoft,Blue Byte Studio,8.7,,0,0.83,0,0.21,1.04
1658,Imagine: Animal Doctor,DS,2007,Simulation,Ubisoft,Virtual Toys / Lexis Numerique,,,0.45,0.48,0,0.11,1.04
1659,Mega Man X4,PS,1996,Platform,Virgin Interactive,Capcom,,,0.45,0.3,0.22,0.07,1.04
1660,LEGO Batman: The Videogame,PS3,2008,Adventure,Activision,Traveller's Tales,7.5,,0.58,0.3,0,0.15,1.03
1661,Street Fighter Alpha 3,PS,1998,Fighting,Capcom,Capcom,8.4,,0.38,0.12,0.51,0.02,1.03
1662,Need for Speed: ProStreet,Wii,2007,Racing,Electronic Arts,EA Black Box,,,0.49,0.43,0,0.11,1.03
1663,Tiger Woods PGA Tour 10,Wii,2009,Sports,Electronic Arts,EA Tiburon,9,,0.59,0.34,0,0.1,1.03
1664,NCAA March Madness 2004,PS2,2003,Sports,Electronic Arts,NuFX,,,0.5,0.39,0,0.13,1.03
1665,The Beatles: Rock Band,PS3,2009,Misc,MTV Games,Harmonix Music Systems,9,,0.63,0.26,0,0.14,1.03
1666,Kid Icarus: Uprising,3DS,2012,Action,Nintendo,Project Sora,8,,0.39,0.24,0.34,0.06,1.03
1667,Donkey Kong Land III,GB,1997,Platform,Nintendo,Rare Ltd.,,,0.68,0.31,0,0.04,1.03
1668,Virtua Fighter 5,PS3,2007,Fighting,Sega,Sega-AM2,8.7,,0.28,0.49,0.08,0.19,1.03
1669,Sega Superstars Tennis,Wii,2008,Sports,Sega,Sumo Digital,6.9,,0.27,0.64,0,0.13,1.03
1670,Dora the Explorer: Dora Saves the Mermaids,DS,2007,Platform,Take-Two Interactive,Black Lantern Studios,,,0.94,0,0,0.08,1.03
1671,MX vs. ATV Unleashed,PS2,2005,Racing,THQ,Rainbow Studios,,,0.86,0.03,0,0.14,1.03
1672,WWE '12,PS3,2011,Fighting,THQ,"Yuke's Co., Ltd.",7.5,,0.45,0.39,0.02,0.17,1.03
1673,Shrek 2,GC,2004,Platform,Activision,"Luxoflux, Inc.",6.9,,0.73,0.26,0.01,0.03,1.02
1674,Final Fight 2,SNES,1993,Action,Capcom,Capcom,,,0.39,0.12,0.49,0.02,1.02
1675,Resident Evil: Operation Raccoon City,PS3,2012,Shooter,Capcom,Slant Six Games,,,0.4,0.17,0.36,0.09,1.02
1676,Sniper: Ghost Warrior,X360,2010,Shooter,City Interactive,City Interactive,4.3,,0.44,0.47,0,0.11,1.02
1677,GRID,PS3,2008,Racing,Codemasters,Codemasters,8.6,,0.3,0.51,0.03,0.18,1.02
1678,Tomb Raider,PC,1996,Action,Eidos Interactive,Core Design Ltd.,8.9,,0.96,0.07,0,0,1.02
1679,The Lost World: Jurassic Park,PS,1997,Action,Electronic Arts,DreamWorks Interactive,,,0.57,0.39,0,0.07,1.02
1680,FIFA Soccer 08,Wii,2007,Sports,Electronic Arts,EA Canada,,,0.31,0.58,0.01,0.11,1.02
1681,MySims Agents,DS,2009,Adventure,Electronic Arts,EA Redwood Shores,,,0.51,0.4,0,0.11,1.02
1682,Madden NFL 07,XB,2006,Sports,Electronic Arts,EA Tiburon,8.5,,0.97,0.03,0,0.03,1.02
1683,Harry Potter and the Prisoner of Azkaban,PS2,2004,Adventure,Electronic Arts,Electronic Arts,,,0.5,0.39,0,0.13,1.02
1684,One Piece Pirate Musou,PS3,2012,Action,Namco Bandai Games,Namco Bandai Games P U,,,0,0.12,0.86,0.04,1.02
1685,Endless Ocean,Wii,2007,Adventure,Nintendo,Arika,6.8,,0.41,0.43,0.09,0.09,1.02
1686,Warhawk,PS3,2007,Simulation,Sony Computer Entertainment,Incognito Entertainment,8.4,,0.47,0.38,0,0.17,1.02
1687,NBA Jam Tournament Edition,SNES,1995,Sports,Acclaim Entertainment,Iguana Entertainment,,,0.87,0.12,0,0.02,1.01
1688,Guitar Hero 5,PS3,2009,Misc,Activision,Vicarious Visions,8.9,,0.49,0.36,0,0.16,1.01
1689,DiRT,PS3,2007,Racing,Codemasters,Codemasters,8.3,,0.15,0.64,0,0.22,1.01
1690,Tiger Woods PGA Tour 08,Wii,2007,Sports,Electronic Arts,EA Salt Lake,7.4,,0.92,0.01,0,0.08,1.01
1691,The Simpsons Game,PSP,2007,Platform,Electronic Arts,Griptonite Games,,,0.21,0.51,0,0.28,1.01
1692,Mercenaries 2: World in Flames,X360,2008,Shooter,Electronic Arts,Pandemic Studios,7.1,,0.63,0.28,0.01,0.1,1.01
1693,Pong: The Next Level,PS,1998,Puzzle,Hasbro Interactive,Supersonic Software,,,0.56,0.38,0,0.07,1.01
1694,Pokémon Rumble Blast,3DS,2011,Action,Nintendo,Nintendo EAD,,,0.41,0.2,0.34,0.06,1.01
1695,Oshare Majo Love and Berry: DS Collection,DS,2006,Misc,Sega,Sega,,,0,0,1.01,0,1.01
1696,EyePet,PS3,2009,Simulation,Sony Computer Entertainment,SCEE London Studio,6.9,,0.28,0.59,0.04,0.1,1.01
1697,Monster Rancher,PS,1997,Simulation,Tecmo Koei,Tecmo,,,0.12,0.08,0.74,0.07,1.01
1698,WWE SmackDown vs. Raw 2011,PS3,2010,Fighting,THQ,JAKKS Pacific,,,0.41,0.41,0.01,0.17,1.01
1699,Petz: Catz 2,DS,2007,Simulation,Ubisoft,Yuke's Media Creations,,,0.51,0.4,0,0.11,1.01
1700,Guinness World Records: The Videogame,Wii,2008,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,,0.44,0.46,0,0.11,1.01
1701,Call of Duty 4: Modern Warfare,DS,2007,Shooter,Activision,Infinity Ward,9.6,9,0.91,0.01,0.01,0.08,1
1702,Breath of Fire III,PS,1997,Role-Playing,Capcom,Capcom,7.6,,0.29,0.19,0.46,0.07,1
1703,Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011,Fighting,Capcom,Capcom,8.2,,0.74,0.15,0.03,0.08,1
1704,Tomb Raider: Underworld,X360,2008,Adventure,Eidos Interactive,Crystal Dynamics,7.8,,0.5,0.38,0.01,0.11,1
1705,Road & Track Presents: The Need for Speed,PS,1995,Racing,Electronic Arts,EA Canada,,,0.56,0.38,0,0.07,1
1706,NERF N-Strike Elite,Wii,2009,Shooter,Electronic Arts,EA Salt Lake,7.5,,0.92,0,0,0.08,1
1707,NBA Live 97,PS,1996,Sports,Electronic Arts,Electronic Arts,,,0.55,0.38,0,0.07,1
1708,SoulCalibur II,XB,2003,Fighting,Electronic Arts,Namco,9.2,,0.78,0.18,0.03,0,1
1709,Ford Racing 2,PS2,2003,Racing,Empire Interactive,Razorworks Studios,,,0.49,0.38,0,0.13,1
1710,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,2006,Sports,Konami Digital Entertainment,Konami Computer Entertainment Tokyo,,,0.08,0.9,0.02,0,1
1711,Rock Band 2,Wii,2008,Misc,MTV Games,Harmonix Music Systems,9.2,,0.92,0,0,0.08,1
1712,Excitebike 64,N64,2000,Racing,Nintendo,Left Field Productions,8.9,,0.65,0.15,0.19,0.01,1
1713,Game & Watch Gallery,GB,1997,Misc,Nintendo,Nintendo,,,0.63,0.25,0.09,0.03,1
1714,NES Open Tournament Golf,NES,1991,Sports,Nintendo,Nintendo R&D2,,,0.41,0.1,0.47,0.02,1
1715,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004,Misc,Sammy Corporation,Sammy Studios,,,0,0,1,0,1
1716,Aliens vs Predator,X360,2010,Shooter,Sega,Rebellion Developments,6.2,,0.52,0.37,0,0.1,1
1717,Virtua Tennis 3,PS3,2007,Sports,Sega,Sega-AM3,,,0.22,0.55,0.03,0.2,1
1718,NFL GameDay 2001,PS,2000,Sports,Sony Computer Entertainment,989 Sports,,,0.56,0.38,0,0.07,1
1719,Jampack Winter 2000,PS,2000,Misc,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.55,0.38,0,0.07,1
1720,ModNation Racers,PS3,2010,Racing,Sony Computer Entertainment,United Front Games,8.1,,0.45,0.35,0.06,0.14,1
1721,Bully: Scholarship Edition,X360,2008,Action,Take-Two Interactive,Rockstar Vancouver/Mad Doc Software,8.1,,0.5,0.37,0.03,0.1,1
1722,Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,Tecmo Koei,Omega Force,,,0.13,0.1,0.74,0.03,1
1723,Dead or Alive 2,PS2,2000,Fighting,Tecmo Koei,Team Ninja,,,0.3,0.24,0.38,0.08,1
1724,WWE SmackDown vs. Raw 2010,X360,2009,Fighting,THQ,JAKKS Pacific,8.1,,0.54,0.35,0.01,0.1,1
1725,Naruto: Clash of Ninja Revolution,Wii,2007,Fighting,Tomy Corporation,8ting/Raizing,,,0.44,0.45,0,0.11,1
1726,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007,Shooter,Ubisoft,Red Storm Entertainment / Ubisoft Paris,,,0.33,0.46,0.02,0.18,1
1727,Prince of Persia,PS3,2008,Adventure,Ubisoft,Ubisoft Montreal,8.3,8.2,0.45,0.36,0.03,0.16,1
1728,DJ Hero,X360,2009,Misc,Activision,FreeStyleGames,8.4,,0.5,0.39,0,0.1,0.99
1729,Oddworld: Abe's Exoddus,PS,1998,Platform,GT Interactive,Oddworld Inhabitans,8.6,,0.55,0.38,0,0.06,0.99
1730,Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,LucasArts,7.1,,0.41,0.35,0,0.22,0.99
1731,NFL Fever 2002,XB,2000,Sports,Microsoft Game Studios,Microsoft,,,0.74,0.21,0,0.04,0.99
1732,Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,Namco Bandai Games,CyberConnect2,7.8,,0.46,0.3,0.09,0.14,0.99
1733,Shadow The Hedgehog,GC,2005,Platform,Sega,Sonic Team,4.8,,0.76,0.2,0,0.03,0.99
1734,Ratchet & Clank: All 4 One,PS3,2011,Platform,Sony Computer Entertainment,Insomniac Games,7.5,,0.67,0.16,0.05,0.11,0.99
1735,SingStar,PS3,2007,Misc,Sony Computer Entertainment,SCEE London Studio,8,,0.41,0.47,0,0.1,0.99
1736,The Bouncer,PS2,2000,Action,Sony Computer Entertainment,SquareSoft,,,0.3,0.23,0.38,0.08,0.99
1737,The Simpsons: Hit & Run,GC,2003,Racing,Vivendi Games,Radical Entertainment,7.7,,0.77,0.2,0,0.03,0.99
1738,ZhuZhu Pets,DS,2010,Simulation,Activision,Black Lantern Studios,,,0.63,0.26,0,0.09,0.98
1739,Resident Evil: The Darkside Chronicles,Wii,2009,Shooter,Capcom,"Cavia, inc.",7.2,,0.42,0.28,0.2,0.08,0.98
1740,Dragon Age II,X360,2011,Role-Playing,Electronic Arts,BioWare Corp.,8,,0.63,0.25,0.01,0.09,0.98
1741,MySims Agents,Wii,2009,Adventure,Electronic Arts,EA Redwood Shores,,,0.58,0.3,0,0.1,0.98
1742,Madden NFL 10,PS2,2009,Sports,Electronic Arts,EA Tiburon,8.6,,0.88,0.04,0,0.06,0.98
1743,The Simpsons Game,X360,2007,Platform,Electronic Arts,Griptonite Games,,,0.52,0.36,0,0.1,0.98
1744,Spore,PC,2008,Strategy,Electronic Arts,Maxis,7,,0,0.92,0,0.06,0.98
1745,NASCAR 99,N64,1998,Racing,Electronic Arts,Stormfront Studios,,,0.94,0.04,0,0.01,0.98
1746,Pro Evolution Soccer 2008,PSP,2008,Sports,Konami Digital Entertainment,Konami,8.2,,0.02,0.53,0.19,0.25,0.98
1747,Mario Party Advance,GBA,2005,Misc,Nintendo,Hudson Soft,,,0.5,0.19,0.28,0.02,0.98
1748,Super Princess Peach,DS,2005,Platform,Nintendo,TOSE Software,7.8,,0.67,0.03,0.21,0.06,0.98
1749,WipEout Pure,PSP,2005,Racing,Sony Computer Entertainment,Studio Liverpool,9.1,,0.44,0.33,0,0.21,0.98
1750,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,Ubisoft,Red Storm Entertainment / Ubisoft Paris,,,0.84,0.04,0.02,0.08,0.98
1751,Suikoden III,PS2,2002,Role-Playing,Unknown,KCET,8.6,,0.29,0.23,0.38,0.08,0.98
1752,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Fighting,Atari,Spike / Bandai Namco Games,,,0.31,0.31,0.26,0.08,0.97
1753,Brink,X360,2011,Shooter,Bethesda Softworks,Splash Damage,6.8,,0.54,0.32,0.01,0.1,0.97
1754,Medal of Honor: Underground,PS,2000,Shooter,Electronic Arts,DreamWorks Interactive,,,0.54,0.37,0,0.06,0.97
1755,NHL 2004,PS2,2003,Sports,Electronic Arts,EA Black Box,,,0.47,0.37,0,0.12,0.97
1756,FIFA Soccer 2005,XB,2004,Sports,Electronic Arts,EA Canada,8.4,,0.33,0.6,0,0.04,0.97
1757,NCAA Football 06,XB,2005,Sports,Electronic Arts,EA Tiburon,,,0.73,0.21,0,0.03,0.97
1758,Need for Speed: Most Wanted - A Criterion Game,X360,2012,Racing,Electronic Arts,Electronic Arts CTD,,,0.35,0.51,0,0.11,0.97
1759,The Simpsons Game,Wii,2007,Platform,Electronic Arts,Griptonite Games,,,0.44,0.43,0,0.11,0.97
1760,The Orange Box,PS3,2007,Shooter,Electronic Arts,Valve Software,9.7,,0.25,0.53,0,0.2,0.97
1761,PES 2009: Pro Evolution Soccer,X360,2008,Sports,Konami Digital Entertainment,Konami,,,0.11,0.75,0.03,0.09,0.97
1762,LEGO Star Wars II: The Original Trilogy,GC,2006,Action,LucasArts,Traveller's Tales,8.4,,0.75,0.19,0,0.03,0.97
1763,Fire Emblem,GBA,2003,Strategy,Nintendo,Intelligent Systems,8.8,,0.49,0.18,0.29,0.01,0.97
1764,Aliens vs Predator,PS3,2010,Shooter,Sega,Rebellion Developments,6.2,,0.38,0.43,0,0.17,0.97
1765,Sonic Generations,PS3,2011,Platform,Sega,Sonic Team,7.3,,0.35,0.43,0.02,0.17,0.97
1766,Grand Theft Auto: Vice City Stories,PS2,2007,Action,Take-Two Interactive,Rockstar Leeds,8.4,,0.78,0.03,0.03,0.13,0.97
1767,Red Dead Redemption: Undead Nightmare,PS3,2010,Action,Take-Two Interactive,Rockstar San Diego,10,,0.36,0.39,0.06,0.16,0.97
1768,Ninja Gaiden II,X360,2008,Action,Tecmo Koei,Team Ninja,8.2,,0.62,0.21,0.05,0.09,0.97
1769,Wall-E,Wii,2008,Platform,THQ,Heavy Iron Studios,,,0.48,0.39,0,0.1,0.97
1770,Darksiders,X360,2010,Action,THQ,Vigil Games,7.8,,0.62,0.25,0.01,0.09,0.97
1771,WWE SmackDown vs Raw 2008,Wii,2007,Fighting,THQ,Yuke's Media Creations,,,0.37,0.49,0,0.11,0.97
1772,Puzzler Collection,DS,2008,Puzzle,Ubisoft,Route 1 Games,,,0.16,0.77,0,0.04,0.97
1773,Prince of Persia,X360,2008,Adventure,Ubisoft,Ubisoft Montreal,8.3,8.2,0.52,0.32,0.02,0.1,0.97
1774,Cars 2,DS,2011,Platform,Disney Interactive Studios,Avalanche Software,6.5,,0.52,0.31,0.04,0.09,0.96
1775,FIFA Soccer 10,Wii,2009,Sports,Electronic Arts,EA Canada,9,,0.23,0.63,0,0.11,0.96
1776,NHL 2001,PS2,2000,Sports,Electronic Arts,EA Canada,,,0.47,0.37,0,0.12,0.96
1777,NCAA Football 12,X360,2011,Sports,Electronic Arts,EA Tiburon,7.8,,0.89,0,0,0.07,0.96
1778,Mortal Kombat Trilogy,N64,1996,Fighting,GT Interactive,Avalanche Software,,,0.72,0.22,0,0.02,0.96
1779,Mortal Kombat: Deadly Alliance,XB,2002,Fighting,Midway Games,Midway,8.2,,0.77,0.15,0,0.04,0.96
1780,Tamagotchi Connection: Corner Shop 2,DS,2006,Simulation,Namco Bandai Games,NanaOn-Sha,,,0.09,0,0.86,0.01,0.96
1781,Shinobi,PS2,2002,Platform,Sega,Overworks,,,0.36,0.28,0.22,0.09,0.96
1782,Sonic the Hedgehog,X360,2006,Platform,Sega,Sonic Team,,,0.4,0.46,0,0.11,0.96
1783,Dark Cloud 2,PS2,2002,Role-Playing,Sony Computer Entertainment,Level 5,8.6,,0.38,0.25,0.26,0.07,0.96
1784,Jampack Summer '99,PS,1999,Misc,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.54,0.36,0,0.06,0.96
1785,Grand Theft Auto: Chinatown Wars,PSP,2009,Adventure,Take-Two Interactive,Rockstar Leeds/North,9.5,9.6,0.25,0.44,0.03,0.25,0.96
1786,Zoo Tycoon DS,DS,2005,Strategy,THQ,Blue Fang Games,4.6,,0.86,0.02,0.01,0.07,0.96
1787,LEGO Harry Potter: Years 1-4,PS3,2010,Adventure,Warner Bros. Interactive Entertainment,Traveller's Tales,7.9,,0.43,0.38,0,0.16,0.96
1788,Littlest Pet Shop: Winter,DS,2008,Simulation,Electronic Arts,EA Salt Lake,,,0.57,0.29,0,0.09,0.95
1789,NCAA Football 2000,PS,1999,Sports,Electronic Arts,EA Sports,,,0.53,0.36,0,0.06,0.95
1790,Madden NFL 08,PS3,2007,Sports,Electronic Arts,EA Tiburon,,,0.87,0,0,0.07,0.95
1791,Kessen,PS2,2000,Strategy,Electronic Arts,Koei,,,0.27,0.21,0.41,0.07,0.95
1792,ESPN NBA 2K5,XB,2004,Sports,Global Star,Visual Concepts,,,0.88,0.04,0,0.04,0.95
1793,Junior Brain Trainer,DS,2008,Misc,GSP,Sanuk Games,,,0.22,0.64,0,0.09,0.95
1794,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,GBA,2003,Misc,Konami Digital Entertainment,KCEJ,,,0.68,0.25,0,0.02,0.95
